event_type,date_time,user_id,user_session,product_id,price
view,2019-09-30T18:00:27.000-06:00,539194858,5fe9d0a0-0de6-47de-a55a-eae9f89475cd,10800001,32.92
view,2019-09-30T18:00:28.000-06:00,555447224,889da81c-2cfc-4df6-a038-ed436c79ee80,28600026,399.73
view,2019-09-30T18:00:28.000-06:00,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f,26200591,203.35
view,2019-09-30T18:00:28.000-06:00,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8,28714755,51.22
view,2019-09-30T18:00:30.000-06:00,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2,3701388,33.21
view,2019-09-30T18:00:31.000-06:00,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85,3900746,102.38
view,2019-09-30T18:00:31.000-06:00,545323115,75fb5d0c-e907-4293-9c87-2419c2a7709d,28718079,66.67
view,2019-09-30T18:00:33.000-06:00,521242564,f102dd9b-1cbc-4271-b1f8-a34548d02ec3,2700239,283.12
view,2019-09-30T18:00:33.000-06:00,513798668,2034798f-43f2-8bcb-b169-c5f04a7a5a4f,28717908,102.45
view,2019-09-30T18:00:34.000-06:00,555447748,b50d1ae8-1948-4517-8460-09b7601ceef6,26200591,203.35
view,2019-09-30T18:00:35.000-06:00,515535834,d90a6f2f-0d0f-47cf-9fe9-62db93dffdb9,3701244,33.44
view,2019-09-30T18:00:35.000-06:00,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835,4300070,38.59
view,2019-09-30T18:00:35.000-06:00,526631741,5ec9bd77-beef-443e-b987-62ffb55b8132,3601505,463.15
view,2019-09-30T18:00:36.000-06:00,515454339,828dbd8e-8683-409b-aef6-6a94ac983b45,12712064,30.89
view,2019-09-30T18:00:36.000-06:00,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c,3600575,275.37
view,2019-09-30T18:00:36.000-06:00,533078094,6eaaf55a-7bbe-4b3d-95a8-f3b3e31c39c8,2900475,295.99
view,2019-09-30T18:00:36.000-06:00,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed,1004767,254.82
view,2019-09-30T18:00:37.000-06:00,547028884,3ea7c620-a8d7-45c5-9ced-2e9874e2f549,1701111,514.79
view,2019-09-30T18:00:41.000-06:00,551377651,ca11a570-47da-4630-898b-9a03127703da,1003141,382.97
view,2019-09-30T18:00:42.000-06:00,555428858,8a6afed4-77f8-40c9-8e76-e062b28216ce,4803399,33.21
view,2019-09-30T18:00:42.000-06:00,551331813,19ded3e3-823b-4f51-ad00-ab84f364f5ef,26400291,188.94
view,2019-09-30T18:00:43.000-06:00,535871217,c6bd7419-2748-4c56-95b4-8cec9ff8b80d,1005135,1747.79
view,2019-09-30T18:00:44.000-06:00,513642368,17566c27-0a8f-4506-9f30-c6a2ccbf583b,23100006,357.79
view,2019-09-30T18:00:44.000-06:00,550978835,6280d577-25c8-4147-99a7-abc6048498d6,31501163,128.45
view,2019-09-30T18:00:44.000-06:00,532085144,77ae546a-542b-414c-a01b-c5ceca7e99cf,1002544,464.13
view,2019-09-30T18:00:44.000-06:00,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744,26500313,267.19
view,2019-09-30T18:00:46.000-06:00,555446365,7f0062d8-ead0-4e0a-96f6-43a0b79a2fc4,13500041,80.31
view,2019-09-30T18:00:46.000-06:00,519885473,b70cb218-db90-4011-b582-0bd237109df1,4100126,326.62
view,2019-09-30T18:00:50.000-06:00,525734504,83f584ed-c7f7-442e-8ae9-713cb27fdece,19000296,64.93
view,2019-09-30T18:00:50.000-06:00,555447577,4337a670-6520-4159-aff4-fd620d2599f9,28717211,76.96
view,2019-09-30T18:00:50.000-06:00,529755884,0b828fb6-99bd-4d26-beb3-3021f5d6102c,1005105,1415.48
view,2019-09-30T18:00:50.000-06:00,542378517,244570b9-ebb4-4d4a-b63a-653225d975d5,1307135,320.35
view,2019-09-30T18:00:51.000-06:00,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38,27500014,37.98
view,2019-09-30T18:00:55.000-06:00,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed,1004659,787.18
view,2019-09-30T18:00:56.000-06:00,541366014,6d8ce6fb-2953-4e95-96fe-b40f1ec50ba8,4804295,23.13
view,2019-09-30T18:00:57.000-06:00,555447651,c3240a5e-6cb8-4d78-9732-a63c608444ef,1004873,388.81
view,2019-09-30T18:00:57.000-06:00,543427258,4fc3e61d-5f94-45bb-82dc-ac77f59b5870,1005073,1207.71
view,2019-09-30T18:00:58.000-06:00,514808401,1877639d-46a4-44f8-bae9-a14456952240,4802639,218.77
view,2019-09-30T18:01:00.000-06:00,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85,3900930,90.32
view,2019-09-30T18:01:00.000-06:00,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2,3701062,90.07
view,2019-09-30T18:01:00.000-06:00,523239174,464a96b0-03ee-420d-92fb-643469379b89,4300262,72.0
view,2019-09-30T18:01:02.000-06:00,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38,27500015,36.6
view,2019-09-30T18:01:02.000-06:00,514080443,b65b8d08-14af-496c-94cb-44886c6a96d5,10900026,40.8
view,2019-09-30T18:01:04.000-06:00,516489361,7d6d03fb-39d6-4143-8694-981a550acaaa,1004870,286.86
view,2019-09-30T18:01:05.000-06:00,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713,1306083,1512.78
view,2019-09-30T18:01:06.000-06:00,542378517,244570b9-ebb4-4d4a-b63a-653225d975d5,1307004,290.61
view,2019-09-30T18:01:06.000-06:00,555447788,94c1a98c-41a3-401e-ad99-439beac4495c,1004856,130.76
view,2019-09-30T18:01:07.000-06:00,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc,27700113,48.9
view,2019-09-30T18:01:08.000-06:00,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed,1004659,787.18
view,2019-09-30T18:01:09.000-06:00,519107250,566511c2-e2e3-422b-b695-cf8e6e792ca8,15100337,257.15
view,2019-09-30T18:01:10.000-06:00,519885473,b70cb218-db90-4011-b582-0bd237109df1,4100126,326.62
view,2019-09-30T18:01:11.000-06:00,546259103,6e2984c8-502e-4fe7-bbba-34087f760175,1004836,241.19
view,2019-09-30T18:01:12.000-06:00,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744,26500144,259.21
view,2019-09-30T18:01:14.000-06:00,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed,1004659,787.18
view,2019-09-30T18:01:14.000-06:00,513696314,1c073854-b838-4cf9-bfe9-b30b742b1751,32601078,32.18
view,2019-09-30T18:01:15.000-06:00,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb,1801555,462.25
view,2019-09-30T18:01:16.000-06:00,550859983,4718c88d-1892-4a5f-931a-f61ad7a20459,1004497,159.33
view,2019-09-30T18:01:17.000-06:00,513642368,17566c27-0a8f-4506-9f30-c6a2ccbf583b,50500080,77.69
view,2019-09-30T18:01:17.000-06:00,515757896,4938043e-e50f-44ad-944d-958d04df62d6,1004856,130.76
view,2019-09-30T18:01:21.000-06:00,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8,28708392,31.92
view,2019-09-30T18:01:23.000-06:00,514080443,b65b8d08-14af-496c-94cb-44886c6a96d5,10900026,40.8
view,2019-09-30T18:01:24.000-06:00,539512263,f27a45f8-fb98-459a-96a6-45271f56a987,34700023,109.4
view,2019-09-30T18:01:24.000-06:00,514336739,cccc58c1-4986-4d08-b595-d837c0c7d514,1004785,278.55
view,2019-09-30T18:01:25.000-06:00,554748717,5459fbe4-2aa5-42b9-9064-05f853218fe0,3900990,122.18
view,2019-09-30T18:01:26.000-06:00,519107250,566511c2-e2e3-422b-b695-cf8e6e792ca8,15100008,488.82
view,2019-09-30T18:01:27.000-06:00,539194858,5fe9d0a0-0de6-47de-a55a-eae9f89475cd,10800076,54.03
view,2019-09-30T18:01:28.000-06:00,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835,4300070,38.59
view,2019-09-30T18:01:28.000-06:00,531646433,f19e3ef4-a4c3-48b3-8a2b-9533fcf5d727,3900815,133.82
view,2019-09-30T18:01:29.000-06:00,515511944,d63ef339-2d6a-411a-95bd-d58c77ae6e4f,1801551,463.31
view,2019-09-30T18:01:29.000-06:00,538491186,d8d1598c-7964-0480-a55d-efcf22220e4d,3500210,90.61
view,2019-09-30T18:01:30.000-06:00,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85,3900930,90.32
view,2019-09-30T18:01:30.000-06:00,552783882,0ac92940-754e-4cee-baaf-e6a1701a7062,1004873,388.81
view,2019-09-30T18:01:30.000-06:00,514218020,d7c4761f-de75-454b-9164-177db5e53695,1005115,975.57
view,2019-09-30T18:01:31.000-06:00,555447493,8c3e1835-2196-4022-926c-7f0da0ae0aa5,26200210,98.84
view,2019-09-30T18:01:31.000-06:00,513664804,c0177eae-2279-4b2f-8bf7-e9837cc0612a,3900774,72.85
view,2019-09-30T18:01:32.000-06:00,543427258,4fc3e61d-5f94-45bb-82dc-ac77f59b5870,1004158,952.41
view,2019-09-30T18:01:33.000-06:00,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb,1801796,411.83
view,2019-09-30T18:01:33.000-06:00,512742880,0d0d91c2-c9c2-4e81-90a5-86594dec0db9,1480734,983.27
view,2019-09-30T18:01:34.000-06:00,512796782,d0923aaf-76e3-4ed6-bc0b-a837fad69e1b,6200688,28.7
view,2019-09-30T18:01:35.000-06:00,518553316,e056d030-e659-4616-8187-fdc4774da45c,13100083,223.94
view,2019-09-30T18:01:36.000-06:00,546089729,796f2f69-c266-4202-a583-b87394db8469,1003549,344.64
view,2019-09-30T18:01:36.000-06:00,555357251,a4184ca6-5dcb-40e3-b709-dde079c844ca,1004720,130.65
view,2019-09-30T18:01:39.000-06:00,546259103,6e2984c8-502e-4fe7-bbba-34087f760175,18000928,20.57
view,2019-09-30T18:01:39.000-06:00,554610163,2e495bf2-4d5f-44b7-a711-a55c02e5512c,4100138,413.91
view,2019-09-30T18:01:39.000-06:00,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d,18400215,231.15
view,2019-09-30T18:01:39.000-06:00,513758741,a8e9a7cf-2708-43b1-90ae-3a9b11bc4300,1004258,735.05
view,2019-09-30T18:01:40.000-06:00,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc,27700113,48.9
view,2019-09-30T18:01:41.000-06:00,516489361,7d6d03fb-39d6-4143-8694-981a550acaaa,1004870,286.86
view,2019-09-30T18:01:42.000-06:00,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713,1306631,580.89
view,2019-09-30T18:01:42.000-06:00,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5,1004792,456.45
view,2019-09-30T18:01:43.000-06:00,554190174,46279e69-5c2a-4c3c-945b-460268bc683c,5100855,617.52
view,2019-09-30T18:01:43.000-06:00,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2,3701062,90.07
view,2019-09-30T18:01:44.000-06:00,514336739,cccc58c1-4986-4d08-b595-d837c0c7d514,1004321,243.25
view,2019-09-30T18:01:44.000-06:00,514218020,d7c4761f-de75-454b-9164-177db5e53695,1003317,957.53
view,2019-09-30T18:01:45.000-06:00,551377651,3c80f0d6-e9ec-4181-8c5c-837a30be2d68,1003305,612.43
view,2019-09-30T18:01:45.000-06:00,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38,3701226,149.24
view,2019-09-30T18:01:46.000-06:00,543272936,8187d148-3c41-46d4-b0c0-9c08cd9dc564,1004856,130.76
view,2019-09-30T18:01:47.000-06:00,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb,1004545,566.01
view,2019-09-30T18:01:47.000-06:00,512742880,0d0d91c2-c9c2-4e81-90a5-86594dec0db9,1480456,1016.73
view,2019-09-30T18:01:48.000-06:00,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d,18400215,231.15
view,2019-09-30T18:01:48.000-06:00,535055930,9f5785c3-2c85-4e0e-8173-0ae4527725ad,28714158,41.19
view,2019-09-30T18:01:50.000-06:00,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8,28715758,107.85
view,2019-09-30T18:01:50.000-06:00,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f,26200591,203.35
view,2019-09-30T18:01:51.000-06:00,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2,3701062,90.07
view,2019-09-30T18:01:51.000-06:00,555447228,1865d0ee-1f9b-4c7d-967a-43c0c1c481d7,6200547,49.81
view,2019-09-30T18:01:52.000-06:00,512539408,3e686589-9b0c-4db0-9b75-3f2738583e75,1003317,957.53
view,2019-09-30T18:01:53.000-06:00,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c,3600575,275.37
view,2019-09-30T18:01:54.000-06:00,551417808,3f2209fb-0fe6-4093-8486-51e52dbda8cf,1004767,254.82
view,2019-09-30T18:01:58.000-06:00,519885473,b70cb218-db90-4011-b582-0bd237109df1,4100274,275.4
view,2019-09-30T18:01:59.000-06:00,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5,1004856,130.76
view,2019-09-30T18:01:59.000-06:00,516896785,4263d574-0b40-416e-a53b-5203bb09a47c,1004792,456.45
view,2019-09-30T18:02:01.000-06:00,514218020,d7c4761f-de75-454b-9164-177db5e53695,1005135,1747.79
view,2019-09-30T18:02:02.000-06:00,552783882,0ac92940-754e-4cee-baaf-e6a1701a7062,1004767,254.82
view,2019-09-30T18:02:02.000-06:00,512539408,3e686589-9b0c-4db0-9b75-3f2738583e75,1004249,739.81
view,2019-09-30T18:02:03.000-06:00,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc,27700113,48.9
view,2019-09-30T18:02:04.000-06:00,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835,4300070,38.59
view,2019-09-30T18:02:04.000-06:00,512796782,d0923aaf-76e3-4ed6-bc0b-a837fad69e1b,6200315,33.44
view,2019-09-30T18:02:05.000-06:00,555447748,b50d1ae8-1948-4517-8460-09b7601ceef6,26201000,106.31
view,2019-09-30T18:02:06.000-06:00,555447884,3c8064a1-d825-48f5-a91b-e7fed6336f21,1004661,885.07
view,2019-09-30T18:02:08.000-06:00,551377651,3c80f0d6-e9ec-4181-8c5c-837a30be2d68,1002528,643.23
view,2019-09-30T18:02:08.000-06:00,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d,18400077,288.3
view,2019-09-30T18:02:09.000-06:00,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f,26201858,235.01
view,2019-09-30T18:02:10.000-06:00,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5,1004767,254.82
view,2019-09-30T18:02:11.000-06:00,514805015,ae211ff5-7e3e-4a19-9bf6-bb7e19421843,1307073,669.0
view,2019-09-30T18:02:12.000-06:00,533205672,698f6680-5fcf-4bf0-af14-cea6366052d5,1004949,838.89
view,2019-09-30T18:02:12.000-06:00,515755304,64958978-ba24-40f9-9b1d-51fd64a830bd,5100816,29.51
view,2019-09-30T18:02:12.000-06:00,518553316,e056d030-e659-4616-8187-fdc4774da45c,13101547,195.63
view,2019-09-30T18:02:13.000-06:00,515535834,d90a6f2f-0d0f-47cf-9fe9-62db93dffdb9,3701244,33.44
view,2019-09-30T18:02:14.000-06:00,514218020,d7c4761f-de75-454b-9164-177db5e53695,1004237,1081.98
purchase,2019-09-30T18:02:14.000-06:00,543272936,8187d148-3c41-46d4-b0c0-9c08cd9dc564,1004856,130.76
view,2019-09-30T18:02:15.000-06:00,551417808,3f2209fb-0fe6-4093-8486-51e52dbda8cf,1004767,254.82
view,2019-09-30T18:02:16.000-06:00,555446365,7f0062d8-ead0-4e0a-96f6-43a0b79a2fc4,17200142,543.1
view,2019-09-30T18:02:16.000-06:00,514808401,1877639d-46a4-44f8-bae9-a14456952240,4802639,218.77
view,2019-09-30T18:02:16.000-06:00,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713,1307067,251.74
view,2019-09-30T18:02:17.000-06:00,525767277,80ca3883-2c25-4475-b829-7fa1b8372db3,28716595,76.96
view,2019-09-30T18:02:19.000-06:00,555306597,3a374230-2ac7-429d-8fe0-92ad8fdc6b28,29800033,169.86
view,2019-09-30T18:02:19.000-06:00,518553316,e056d030-e659-4616-8187-fdc4774da45c,13100083,223.94
view,2019-09-30T18:02:19.000-06:00,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c,3600575,275.37
view,2019-09-30T18:02:19.000-06:00,513696314,1c073854-b838-4cf9-bfe9-b30b742b1751,32800211,158.56
view,2019-09-30T18:02:20.000-06:00,514218020,d7c4761f-de75-454b-9164-177db5e53695,1005115,975.57
view,2019-09-30T18:02:21.000-06:00,539194858,5fe9d0a0-0de6-47de-a55a-eae9f89475cd,10800132,22.91
view,2019-09-30T18:02:22.000-06:00,550624133,b314b9cb-5eaf-4b01-b1ef-acd37754e902,6200035,56.6
view,2019-09-30T18:02:23.000-06:00,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f,26201858,235.01
view,2019-09-30T18:02:23.000-06:00,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744,21403078,39.05
view,2019-09-30T18:02:23.000-06:00,523239174,464a96b0-03ee-420d-92fb-643469379b89,4300262,72.0
view,2019-09-30T18:02:24.000-06:00,538491186,d8d1598c-7964-0480-a55d-efcf22220e4d,3500132,360.34
view,2019-09-30T18:02:24.000-06:00,555447922,caab0e1c-7cb9-4f97-9f78-d4efaec1e5a7,1005072,1044.09
view,2019-09-30T18:02:24.000-06:00,518553316,e056d030-e659-4616-8187-fdc4774da45c,13100022,325.83
view,2019-09-30T18:02:26.000-06:00,550429638,fa30065b-fc97-4757-86a6-9d82d2cc718e,2700618,349.79
view,2019-09-30T18:02:27.000-06:00,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835,4300376,40.93
view,2019-09-30T18:02:27.000-06:00,518553316,e056d030-e659-4616-8187-fdc4774da45c,13100083,223.94
view,2019-09-30T18:02:28.000-06:00,517062545,00334c2e-e8e5-463f-ae4e-f44f9796ccf4,1005143,1541.61
view,2019-09-30T18:02:30.000-06:00,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744,21402696,24.97
view,2019-09-30T18:02:32.000-06:00,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d,18400336,324.08
view,2019-09-30T18:02:32.000-06:00,539979421,613162b2-7159-400d-9f83-aa403985f0ba,3500093,33.46
view,2019-09-30T18:02:33.000-06:00,531750153,e1fe132c-a115-4dda-95c1-d8c381c17fe8,1004659,787.18
view,2019-09-30T18:02:33.000-06:00,514933060,2f36c9e1-b1e1-4b56-99f2-f3a7bdf0307d,50600002,89.81
view,2019-09-30T18:02:34.000-06:00,552552067,4d32eaca-f891-4e40-80be-63e82bf4edfe,1004838,179.38
view,2019-09-30T18:02:37.000-06:00,513840435,f13c75a5-7f6e-4467-a4e2-c1386c05b007,1003756,72.28
view,2019-09-30T18:02:38.000-06:00,550624133,b314b9cb-5eaf-4b01-b1ef-acd37754e902,6200035,56.6
view,2019-09-30T18:02:38.000-06:00,545323115,75fb5d0c-e907-4293-9c87-2419c2a7709d,28718079,66.67
view,2019-09-30T18:02:40.000-06:00,514933060,2f36c9e1-b1e1-4b56-99f2-f3a7bdf0307d,50600000,102.42
view,2019-09-30T18:02:41.000-06:00,522806189,9fc424df-a04f-4051-8f18-4c637491d007,5100239,257.38
view,2019-09-30T18:02:41.000-06:00,514218020,d7c4761f-de75-454b-9164-177db5e53695,1005115,975.57
view,2019-09-30T18:02:44.000-06:00,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835,4300376,40.93
view,2019-09-30T18:02:46.000-06:00,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713,1307370,257.15
view,2019-09-30T18:02:46.000-06:00,515744951,d35a2b1e-a781-45c4-a4f1-7e851d2a4c16,3200321,91.38
